LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,datetime,Concentration_SO2,Concentration_O3,Concentration_NO2,Concentration_CO,AQI_PM10,AQI_SO2,AQI_O3,AQI_NO2,AQI_CO,AQI_AQIIndex,AQI_ContaminantParameter,AQI_State,AQI_Color,Concentration,ay,gun,date,year,month,day,hour,dayofweek,weekday_name,is_weekend,season,date_str,is_special_day,special_day_name,holiday_type,day_category,AQI_Category,traffic_density,rush_hour,speed_category,vehicle_category,vehicles_lag1,speed_lag1,no2_lag1,vehicles_lag2,speed_lag2,no2_lag2,vehicles_lag3,speed_lag3,no2_lag3
40.9927368164063,29.0753173828125,sxk9jw,5,135,55,227,2024-01-01 00:00:00,,,64.7,3093.7,123.0,,,32.0,15.0,123.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,0,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,4.053571428571429,Diğer Saatler,Orta,Orta,,,,,,,,,
40.9927368164063,29.0753173828125,sxk9jw,3,130,61,206,2024-01-01 01:00:00,,,66.1,2599.0,125.0,,,32.0,18.0,125.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,1,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,3.3225806451612905,Diğer Saatler,Orta,Az,227.0,55.0,64.7,,,,,,
40.9927368164063,29.0753173828125,sxk9jw,6,143,64,160,2024-01-01 02:00:00,,,67.9,3133.5,127.0,,,33.0,21.0,127.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,2,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.4615384615384617,Diğer Saatler,Orta,Az,206.0,61.0,66.1,227.0,55.0,64.7,,,
40.9927368164063,29.0753173828125,sxk9jw,5,147,67,128,2024-01-01 03:00:00,,,80.1,3240.7,132.0,,,39.0,23.0,132.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,3,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,1.8823529411764706,Diğer Saatler,Orta,Az,160.0,64.0,67.9,206.0,61.0,66.1,227.0,55.0,64.7
40.9927368164063,29.0753173828125,sxk9jw,13,153,73,117,2024-01-01 04:00:00,,,63.7,1072.8,139.0,,,31.0,23.0,139.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,4,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,1.5810810810810811,Diğer Saatler,Hızlı,Az,128.0,67.0,80.1,160.0,64.0,67.9,206.0,61.0,66.1
40.9927368164063,29.0753173828125,sxk9jw,7,149,71,147,2024-01-01 05:00:00,,,46.2,450.2,141.0,,,23.0,22.0,141.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,5,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.0416666666666665,Diğer Saatler,Hızlı,Az,117.0,73.0,63.7,128.0,67.0,80.1,160.0,64.0,67.9
40.9927368164063,29.0753173828125,sxk9jw,6,146,68,141,2024-01-01 06:00:00,,,43.4,259.8,142.0,,,21.0,20.0,142.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,6,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.0434782608695654,Diğer Saatler,Orta,Az,147.0,71.0,46.2,117.0,73.0,63.7,128.0,67.0,80.1
40.9927368164063,29.0753173828125,sxk9jw,5,154,65,133,2024-01-01 07:00:00,,,42.9,290.5,141.0,,,21.0,17.0,141.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,7,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.015151515151515,Sabah Rush (7-9),Orta,Az,141.0,68.0,43.4,147.0,71.0,46.2,117.0,73.0,63.7
40.9927368164063,29.0753173828125,sxk9jw,2,157,63,111,2024-01-01 08:00:00,,,54.8,637.1,140.0,,,27.0,14.0,140.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,8,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,1.734375,Sabah Rush (7-9),Orta,Az,133.0,65.0,42.9,141.0,68.0,43.4,147.0,71.0,46.2
40.9927368164063,29.0753173828125,sxk9jw,6,134,64,98,2024-01-01 09:00:00,,,49.9,471.7,140.0,,,24.0,12.0,140.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,9,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,1.5076923076923077,Sabah Rush (7-9),Orta,Az,111.0,63.0,54.8,133.0,65.0,42.9,141.0,68.0,43.4
40.9927368164063,29.0753173828125,sxk9jw,4,133,64,143,2024-01-01 10:00:00,,,45.4,289.3,139.0,,,22.0,8.0,139.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,10,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.2,Diğer Saatler,Orta,Az,98.0,64.0,49.9,111.0,63.0,54.8,133.0,65.0,42.9
40.9927368164063,29.0753173828125,sxk9jw,8,138,66,197,2024-01-01 11:00:00,,,42.2,343.2,136.0,,,21.0,5.0,136.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,11,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.9402985074626864,Diğer Saatler,Orta,Az,143.0,64.0,45.4,98.0,64.0,49.9,111.0,63.0,54.8
40.9927368164063,29.0753173828125,sxk9jw,6,133,64,139,2024-01-01 12:00:00,,,41.4,712.9,134.0,,,20.0,4.0,134.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,12,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.1384615384615384,Diğer Saatler,Orta,Az,197.0,66.0,42.2,143.0,64.0,45.4,98.0,64.0,49.9
40.9927368164063,29.0753173828125,sxk9jw,4,112,51,200,2024-01-01 13:00:00,,,26.2,523.3,130.0,,,13.0,4.0,130.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,13,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,3.8461538461538463,Diğer Saatler,Orta,Az,139.0,64.0,41.4,197.0,66.0,42.2,143.0,64.0,45.4
40.9927368164063,29.0753173828125,sxk9jw,2,115,41,293,2024-01-01 14:00:00,,,33.6,552.2,128.0,,,16.0,5.0,128.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,14,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,6.976190476190476,Diğer Saatler,Yavaş,Orta,200.0,51.0,26.2,139.0,64.0,41.4,197.0,66.0,42.2
40.9927368164063,29.0753173828125,sxk9jw,4,125,41,322,2024-01-01 15:00:00,,,43.2,646.1,127.0,,,21.0,5.0,127.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,15,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,7.666666666666667,Diğer Saatler,Yavaş,Orta,293.0,41.0,33.6,200.0,51.0,26.2,139.0,64.0,41.4
40.9927368164063,29.0753173828125,sxk9jw,4,97,37,352,2024-01-01 16:00:00,,,45.2,575.8,126.0,,,22.0,5.0,126.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,16,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,9.263157894736842,Diğer Saatler,Yavaş,Yoğun,322.0,41.0,43.2,293.0,41.0,33.6,200.0,51.0,26.2
40.9927368164063,29.0753173828125,sxk9jw,2,102,36,307,2024-01-01 17:00:00,,,58.6,817.3,126.0,,,29.0,5.0,126.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,17,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,8.297297297297296,Akşam Rush (17-19),Yavaş,Orta,352.0,37.0,45.2,322.0,41.0,43.2,293.0,41.0,33.6
40.9927368164063,29.0753173828125,sxk9jw,1,99,33,302,2024-01-01 18:00:00,,,63.0,922.7,125.0,,,31.0,6.0,125.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,18,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,8.882352941176471,Akşam Rush (17-19),Yavaş,Orta,307.0,36.0,58.6,352.0,37.0,45.2,322.0,41.0,43.2
40.9927368164063,29.0753173828125,sxk9jw,7,110,51,300,2024-01-01 19:00:00,,,68.0,1011.0,125.0,,,33.0,7.0,125.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,19,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,5.769230769230769,Akşam Rush (17-19),Orta,Orta,302.0,33.0,63.0,307.0,36.0,58.6,352.0,37.0,45.2
40.9927368164063,29.0753173828125,sxk9jw,6,111,57,267,2024-01-01 20:00:00,,,58.2,1112.6,124.0,,,28.0,7.0,124.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,20,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,4.603448275862069,Diğer Saatler,Orta,Orta,300.0,51.0,68.0,302.0,33.0,63.0,307.0,36.0,58.6
40.9927368164063,29.0753173828125,sxk9jw,7,116,58,255,2024-01-01 21:00:00,,,63.6,1291.8,123.0,,,31.0,8.0,123.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,21,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,4.322033898305085,Diğer Saatler,Orta,Orta,267.0,57.0,58.2,300.0,51.0,68.0,302.0,33.0,63.0
40.9927368164063,29.0753173828125,sxk9jw,4,139,60,242,2024-01-01 22:00:00,,,58.7,1002.6,121.0,,,29.0,9.0,121.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,22,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,3.9672131147540983,Diğer Saatler,Orta,Orta,255.0,58.0,63.6,267.0,57.0,58.2,300.0,51.0,68.0
40.9927368164063,29.0753173828125,sxk9jw,9,147,66,179,2024-01-01 23:00:00,,,58.8,1068.4,117.0,,,29.0,9.0,117.0,PM10,Hassas gruplar için sağlık etkileri oluşabilir. Genel olarak kamunun etkilenmesi olası değildir.,#EC7C1E,,1,1,2024-01-01,2024,1,1,23,0,Monday,0,Kış,2024-01-01,1,Yılbaşı,Özel Gün,Özel Gün,Hassas İçin Kötü,2.671641791044776,Diğer Saatler,Orta,Az,242.0,60.0,58.7,255.0,58.0,63.6,267.0,57.0,58.2
40.9927368164063,29.0753173828125,sxk9jw,7,133,66,157,2024-01-03 00:00:00,,,64.5,721.2,68.0,,,32.0,7.0,68.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,0,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,2.343283582089552,Diğer Saatler,Orta,Az,179.0,66.0,58.8,242.0,60.0,58.7,255.0,58.0,63.6
40.9927368164063,29.0753173828125,sxk9jw,7,156,62,101,2024-01-03 01:00:00,,,64.2,997.7,67.0,,,32.0,7.0,67.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,1,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,1.6031746031746033,Diğer Saatler,Orta,Az,157.0,66.0,64.5,179.0,66.0,58.8,242.0,60.0,58.7
40.9927368164063,29.0753173828125,sxk9jw,18,141,72,66,2024-01-03 02:00:00,,,60.6,920.0,66.0,,,30.0,7.0,66.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,2,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,0.9041095890410958,Diğer Saatler,Hızlı,Az,101.0,62.0,64.2,157.0,66.0,64.5,179.0,66.0,58.8
40.9927368164063,29.0753173828125,sxk9jw,9,176,68,40,2024-01-03 03:00:00,,,57.2,1095.5,66.0,,,28.0,8.0,66.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,3,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,0.5797101449275363,Diğer Saatler,Orta,Az,66.0,72.0,60.6,101.0,62.0,64.2,157.0,66.0,64.5
40.9927368164063,29.0753173828125,sxk9jw,6,167,61,53,2024-01-03 04:00:00,,,56.2,1022.4,65.0,,,28.0,8.0,65.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,4,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,0.8548387096774194,Diğer Saatler,Orta,Az,40.0,68.0,57.2,66.0,72.0,60.6,101.0,62.0,64.2
40.9927368164063,29.0753173828125,sxk9jw,4,151,58,169,2024-01-03 05:00:00,,,51.6,805.9,65.0,,,25.0,8.0,65.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,5,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,2.864406779661017,Diğer Saatler,Orta,Az,53.0,61.0,56.2,40.0,68.0,57.2,66.0,72.0,60.6
40.9927368164063,29.0753173828125,sxk9jw,8,117,57,159,2024-01-03 06:00:00,,,53.4,809.6,66.0,,,26.0,9.0,66.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,6,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,2.7413793103448274,Diğer Saatler,Orta,Az,169.0,58.0,51.6,53.0,61.0,56.2,40.0,68.0,57.2
40.9927368164063,29.0753173828125,sxk9jw,2,104,29,296,2024-01-03 07:00:00,,,54.8,1120.6,66.0,,,27.0,9.0,66.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,7,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,9.866666666666667,Sabah Rush (7-9),Çok Yavaş,Orta,159.0,57.0,53.4,169.0,58.0,51.6,53.0,61.0,56.2
40.9927368164063,29.0753173828125,sxk9jw,2,75,26,432,2024-01-03 08:00:00,,,74.2,1705.6,68.0,,,36.0,10.0,68.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,8,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,16.0,Sabah Rush (7-9),Çok Yavaş,Yoğun,296.0,29.0,54.8,159.0,57.0,53.4,169.0,58.0,51.6
40.9927368164063,29.0753173828125,sxk9jw,2,112,31,391,2024-01-03 09:00:00,,,64.4,1505.6,70.0,,,32.0,11.0,70.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,9,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,12.21875,Sabah Rush (7-9),Yavaş,Yoğun,432.0,26.0,74.2,296.0,29.0,54.8,159.0,57.0,53.4
40.9927368164063,29.0753173828125,sxk9jw,1,105,26,326,2024-01-03 10:00:00,,,67.8,1481.6,73.0,,,33.0,12.0,73.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,10,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,12.074074074074074,Diğer Saatler,Çok Yavaş,Orta,391.0,31.0,64.4,432.0,26.0,74.2,296.0,29.0,54.8
40.9927368164063,29.0753173828125,sxk9jw,1,111,32,336,2024-01-03 11:00:00,,,69.1,1161.4,73.0,,,34.0,12.0,73.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,11,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,10.181818181818182,Diğer Saatler,Yavaş,Orta,326.0,26.0,67.8,391.0,31.0,64.4,432.0,26.0,74.2
40.9927368164063,29.0753173828125,sxk9jw,2,115,33,266,2024-01-03 12:00:00,,,57.4,765.6,72.0,,,28.0,11.0,72.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,12,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,7.823529411764706,Diğer Saatler,Yavaş,Orta,336.0,32.0,69.1,326.0,26.0,67.8,391.0,31.0,64.4
40.9927368164063,29.0753173828125,sxk9jw,2,97,31,226,2024-01-03 13:00:00,,,49.0,638.4,71.0,,,24.0,11.0,71.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,13,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,7.0625,Diğer Saatler,Yavaş,Orta,266.0,33.0,57.4,336.0,32.0,69.1,326.0,26.0,67.8
40.9927368164063,29.0753173828125,sxk9jw,2,99,31,342,2024-01-03 14:00:00,,,50.1,631.9,70.0,,,25.0,11.0,70.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,14,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,10.6875,Diğer Saatler,Yavaş,Orta,226.0,31.0,49.0,266.0,33.0,57.4,336.0,32.0,69.1
40.9927368164063,29.0753173828125,sxk9jw,2,103,26,366,2024-01-03 15:00:00,,,38.4,615.4,69.0,,,19.0,10.0,69.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,15,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,13.555555555555555,Diğer Saatler,Çok Yavaş,Yoğun,342.0,31.0,50.1,226.0,31.0,49.0,266.0,33.0,57.4
40.9927368164063,29.0753173828125,sxk9jw,1,90,22,371,2024-01-03 16:00:00,,,36.6,756.4,69.0,,,18.0,9.0,69.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,16,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,16.130434782608695,Diğer Saatler,Çok Yavaş,Yoğun,366.0,26.0,38.4,342.0,31.0,50.1,226.0,31.0,49.0
40.9927368164063,29.0753173828125,sxk9jw,1,84,22,387,2024-01-03 17:00:00,,,58.9,758.6,69.0,,,29.0,8.0,69.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,17,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,16.82608695652174,Akşam Rush (17-19),Çok Yavaş,Yoğun,371.0,22.0,36.6,366.0,26.0,38.4,342.0,31.0,50.1
40.9927368164063,29.0753173828125,sxk9jw,1,94,24,389,2024-01-03 18:00:00,,,61.0,947.5,68.0,,,30.0,8.0,68.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,18,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,15.56,Akşam Rush (17-19),Çok Yavaş,Yoğun,387.0,22.0,58.9,371.0,22.0,36.6,366.0,26.0,38.4
40.9927368164063,29.0753173828125,sxk9jw,2,108,29,495,2024-01-03 19:00:00,,,62.8,908.4,68.0,,,31.0,7.0,68.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,19,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,16.5,Akşam Rush (17-19),Çok Yavaş,Yoğun,389.0,24.0,61.0,387.0,22.0,58.9,371.0,22.0,36.6
40.9927368164063,29.0753173828125,sxk9jw,4,119,57,351,2024-01-03 20:00:00,,,70.7,1117.2,69.0,,,35.0,8.0,69.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,20,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,6.051724137931035,Diğer Saatler,Orta,Yoğun,495.0,29.0,62.8,389.0,24.0,61.0,387.0,22.0,58.9
40.9927368164063,29.0753173828125,sxk9jw,8,131,59,302,2024-01-03 21:00:00,,,64.2,1050.5,71.0,,,32.0,8.0,71.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,21,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,5.033333333333333,Diğer Saatler,Orta,Orta,351.0,57.0,70.7,495.0,29.0,62.8,389.0,24.0,61.0
40.9927368164063,29.0753173828125,sxk9jw,1,121,59,230,2024-01-03 22:00:00,,,57.0,996.8,72.0,,,28.0,9.0,72.0,PM10,Hava kalitesi uygun fakat alışılmadık şekilde hava kirliliğine hassas olan çok az sayıdaki insanlar için bazı kirleticiler açısından orta düzeyde sağlık endişesi oluşabilir.,#ffcc16,,1,3,2024-01-03,2024,1,3,22,2,Wednesday,0,Kış,2024-01-03,0,Normal Gün,Normal Gün,Hafta İçi,Orta,3.8333333333333335,Diğer Saatler,Orta,Orta,302.0,59.0,64.2,351.0,57.0,70.7,495.0,29.0,62.8
